//Reference=MNI152
//Warburton et al., 1996; generation of verb given a noun: generation > rest	(semantic - generation)	
//Subjects=9		
-55.82	-40.34	-13.77
-53.63	-40.8	12.89
-32.4	-54.25	31.44
-39.08	15.51	0.07
-43.29	27.33	21.48
-41.02	-0.98	41.16
-28.51	36.4	29.65
56.22	-35.95	7.47
47.56	16.24	-0.49
34.93	28.8	34.24
-5.14	14.3	44.35
-17.86	1.79	14.2
-15.7	-17.64	6.64
9.67	-15.06	10.75

// Birn, Rasmus M.; Kenworthy, Lauren; Case, Laura; Caravella, Rachel; Jones, Tyler B.; Bandettin, Peter A.; Martin, Alex 2010 verbal visual fluency>baselines		
//Subjects=14		
-41	27	20
-48	-54	-11
-6	0	10
-2	23	44
-35	2	49
-32	-66	37
-4	-27	-6
-8	-64	10
-21	18	44
-50	-66	30
-15	-52	0
-38	-26	12

// Hwang, K; Palmer, ED; Basho, S; Zadra, JR; Muller, RA 2009 verbal auditory (cues) fluency generation>production of word 'nothing'		
//Subjects=13		
-13	-15	14
-16	-4	11
-36	21	13
-3	24	37
-24	9	53
-8	-60	-1

// Gurd et al., 2002 VERBAL (cue only) AUDITORY (CUES ONLY) Category > Rote Fluency (da		
//Subjects=11		
-3	25	38
10	26	31
-33	45	23
38	53	19
-38	24	-17
42	28	-19
-37	8	27
9	-88	-43
	
//Badzakova-Trajkov et al., 2011; covert word generation > fixation	(semantic - generation)	
//Subjects=139		
-3	6	60
-45	9	27
-30	24	3
-51	-3	48
-48	24	24
-27	-93	0
-27	-63	45
0	-39	-3
33	-87	-3
33	-42	6

//Kircher et al., 2011; animal > silent rest		(semantic - generation)	
//Subjects=15		
-24.94	-63.57	-21.4
29.13	-69.55	-19.49
-6.89	12.25	53.71
8.24	12.3	53.45
-41.85	6.99	22.33
-32.71	6.4	61.45
-54.51	1.58	45.49
60.99	7.84	37.3
64.98	4.3	10.69
69.19	4.55	1.63
67.01	-22.98	-5.69
73.57	-24.56	-0.05

//Audenaert et al., 2000; semantic VF > recite month/days	(SC - generation)	
//Subjects=20		
-41.29	29.4	-13.52
-54.01	11.46	1.92
-4.97	-21.29	27.86
-5.19	13.19	17.73
20.97	21.53	36.63
-57.18	-63.5	-7.41
66.11	-52.24	2.82
		
//Weiss et al., 2003; phonemic VF > silent rest	 (semantic - generation)		
//Subjects=20		
-42.11	14.9	3.62
-50.62	37.8	19.43
44.15	13.96	-11.2
52.83	18.66	-7.33
5.92	18.81	42.76
-6.97	14.92	47.84
31.03	-65.99	-38.93
3.11	-78.02	-28.3
		
//Dye et al., 1999; phonemic VF > repeat noun/verb	(semantic - generation)	
//Subjects=10		
-35.34	12.74	26.13
-39.8	35.71	19.45
-35.72	38.32	1.2
-37.53	21.25	25.33
5.92	18.81	42.76
3.65	33.27	36.88
-4.8	25.98	51.19
9.69	-90.34	-22.71
-13.93	-10.53	5.66
-48.71	-60.35	-20.2
		
//Phelps et al., 1997; phonemic VF > repeat cue word	(semantic - generation)	
//Subjects=11		
-19.01	46.58	42.68
-23.31	35.72	41.58
-48.51	28.68	13.57
-2.81	26.87	37.63
5.67	22.36	23.36
-11.62	22.3	23.66
-45.26	34.21	15.21
5.77	29.67	32.72
		
